id,flag,gdr_cd,age,mrg_situ_cd,edu_deg_cd,acdm_deg_cd,deg_cd,job_year,ic_ind,fr_or_sh_ind,dnl_mbl_bnk_ind,dnl_bind_cmb_lif_ind,hav_car_grp_ind,hav_hou_grp_ind,l6mon_agn_ind,frs_agn_dt_cnt,vld_rsk_ases_ind,fin_rsk_ases_grd_cd,confirm_rsk_ases_lvl_typ_cd,cust_inv_rsk_endu_lvl_cd,l6mon_daim_aum_cd,tot_ast_lvl_cd,pot_ast_lvl_cd,bk1_cur_year_mon_avg_agn_amt_cd,l12mon_buy_fin_mng_whl_tms,l12_mon_fnd_buy_whl_tms,l12_mon_insu_buy_whl_tms,l12_mon_gld_buy_whl_tms,loan_act_ind,pl_crd_lmt_cd,ovd_30d_loan_tot_cnt,his_lng_ovd_day,hld_crd_card_grd_cd,crd_card_act_ind,l1y_crd_card_csm_amt_dlm_cd,atdd_type,perm_crd_lmt_cd,cur_debit_cnt,cur_credit_cnt,cur_debit_min_opn_dt_cnt,cur_credit_min_opn_dt_cnt,cur_debit_crd_lvl
U35209,0,M,58,B,A,C,~,0,1,1,1,1,1,0,0,-1,1,4,2,1,6,-1,2,0,9,0,0,0,0,0,0,0,20,1,4,0,7,3,1,3657,3774,40
U34993,0,M,54,B,F,G,A,6,0,1,1,0,0,0,0,-1,0,-1,-1,1,2,3,2,0,0,0,0,0,1,0,0,5,10,0,0,0,8,2,1,4523,2070,20
U34736,0,M,47,B,B,Z,,10,0,1,1,1,1,0,0,-1,0,-1,4,1,2,7,4,0,0,0,0,0,0,0,0,0,20,1,1,0,4,3,3,4315,4413,20
U34653,0,F,42,B,B,30,,3,0,0,1,1,1,0,0,-1,0,-1,3,1,2,-1,4,0,0,0,0,0,0,0,0,0,10,1,3,0,4,1,1,1261,3713,20
U34577,0,M,35,B,Z,Z,,0,0,0,1,1,0,0,0,432,1,2,-1,1,1,4,4,0,0,0,0,0,1,3,0,1,10,1,4,0,4,44,3,4179,894,10
U34527,0,M,52,B,F,G,,30,0,0,1,1,1,0,1,1166,1,3,3,1,4,3,3,4,3,15,0,0,0,0,0,0,10,0,1,,1,2,1,4141,1246,10
U34516,0,M,46,B,,Z,,0,0,0,1,1,1,0,1,1176,1,2,-1,1,3,-1,2,5,0,1,0,1,0,0,0,0,20,1,3,0,3,1,2,4133,4078,10
U34477,0,F,45,B,B,30,~,0,0,0,1,1,1,0,1,133,1,2,3,2,4,7,2,9,0,0,0,0,1,3,0,0,20,1,5,0,8,1,2,3246,2782,20
U34476,0,F,64,B,C,31,,35,0,0,1,1,0,0,0,229,1,4,1,1,6,1,2,0,1,0,2,0,0,0,0,0,10,1,1,0,3,4,1,4098,4108,40
U34362,0,M,47,B,F,G,,23,0,0,1,1,0,0,0,-1,0,-1,-1,7,3,1,4,0,0,0,0,0,0,0,0,0,10,1,3,,1,1,1,2932,1200,10
U34054,0,M,45,B,B,Z,,2,0,1,1,1,0,0,0,-1,1,2,-1,1,3,-1,3,0,0,1,0,0,0,0,0,0,20,1,5,1,7,3,2,3756,5966,10
U34052,0,F,36,B,A,C,~,0,0,0,1,1,1,0,0,-1,1,4,2,4,6,3,2,0,15,83,1,0,0,0,0,0,20,1,3,0,3,1,2,448,434,40
U33971,0,F,41,B,C,31,A,13,1,1,1,1,1,0,0,-1,0,-1,-1,1,3,-1,3,0,0,0,0,0,0,0,0,0,10,1,5,,5,3,1,3675,875,20
U33920,0,F,37,B,B,Z,~,0,0,0,1,1,1,0,1,1186,1,4,3,3,7,5,2,6,6,35,0,0,0,0,0,0,35,1,5,0,8,3,4,3633,3621,40
U33877,0,F,44,B,C,31,,5,0,0,1,1,1,0,0,437,1,1,2,1,3,-1,3,0,0,22,0,0,0,0,0,0,20,1,4,0,7,1,1,2212,3590,20
U33821,0,F,33,B,B,30,~,0,0,0,1,0,1,0,1,1218,1,2,2,1,5,3,3,2,0,5,0,0,0,0,0,0,20,1,3,0,4,4,1,1665,3529,20
U33691,0,F,44,B,B,30,,11,0,0,1,1,1,0,1,1159,0,-1,-1,1,3,-1,4,4,0,0,0,0,0,0,0,0,20,1,3,1,4,1,1,1825,3894,10
U33533,0,M,34,A,Z,Z,~,0,0,0,1,1,1,0,1,1278,0,-1,-1,1,2,-1,2,5,0,0,0,0,1,5,0,0,20,1,4,1,6,2,3,3170,724,20
U33448,0,M,56,B,Z,Z,~,0,0,0,1,1,1,0,0,-1,1,2,4,1,2,-1,5,0,0,1,0,0,1,3,0,0,20,1,5,,8,3,2,3056,1052,10
U33409,0,M,28,A,C,31,,0,0,0,1,1,1,0,1,1172,0,-1,-1,1,6,-1,2,4,0,0,0,0,0,0,0,0,20,1,5,,7,2,3,3008,2058,40
U33132,0,F,59,B,B,30,~,23,0,0,1,1,1,0,0,-1,1,2,-1,1,1,3,4,0,0,4,0,0,0,0,0,0,20,1,3,0,4,1,1,748,4199,10
U32964,0,F,49,B,B,30,,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,5,6,3,0,0,0,0,0,0,0,0,0,20,1,5,0,4,1,1,2342,3317,20
U32842,0,M,46,B,F,G,~,22,0,0,1,0,1,0,0,290,1,2,-1,1,2,-1,3,0,0,3,0,0,1,3,0,0,10,1,3,,1,7,1,2921,201,10
U32837,0,M,40,B,A,C,~,5,0,0,1,1,1,0,1,1193,1,4,4,4,7,3,6,7,49,17,0,0,1,5,0,0,40,1,5,0,8,3,2,5465,5143,40
U32692,0,F,66,B,B,Z,~,0,0,0,1,0,1,0,0,-1,1,4,2,2,5,-1,2,0,5,1,0,0,0,0,0,0,-1,0,0,0,3,1,1,728,5508,40
U32663,0,F,40,A,B,30,B,14,0,0,1,1,1,1,1,1216,1,2,3,4,6,8,2,6,1,10,0,0,1,0,0,1,30,0,4,0,8,19,3,5087,5082,20
U32340,0,F,40,B,F,G,~,0,0,1,1,1,0,0,1,544,0,-1,-1,1,1,6,2,6,0,0,0,0,0,0,0,0,10,1,4,0,7,2,1,2306,1820,10
U32313,0,F,52,B,B,30,A,1,0,0,1,1,1,1,1,1179,0,-1,4,7,8,-1,1,1,0,0,0,0,1,0,0,0,20,1,4,0,4,13,1,6401,5478,40
U32258,0,M,49,B,C,31,A,0,0,1,1,0,1,0,0,-1,0,-1,-1,1,1,-1,4,0,0,0,0,0,0,0,0,0,20,0,1,1,8,1,2,5327,4686,20
U32220,0,F,45,B,F,G,A,0,0,1,1,1,1,0,0,-1,1,2,2,6,8,1,1,0,0,0,0,0,0,0,0,0,20,1,5,0,7,3,1,3792,4717,40
U32163,0,M,38,A,B,30,,1,0,0,1,0,1,0,0,1193,0,-1,-1,1,2,-1,4,0,0,0,0,0,0,0,0,0,20,0,0,0,4,3,1,1753,3529,20
U32132,0,F,42,B,K,Z,,0,1,1,1,1,0,0,0,-1,1,3,4,1,4,2,3,0,8,12,0,0,0,0,0,0,10,1,1,0,4,5,1,6734,4564,20
U32081,0,M,47,B,K,30,,8,0,0,1,1,1,0,0,-1,1,3,5,3,7,-1,2,0,16,0,0,0,0,0,0,0,20,1,2,0,7,4,1,6824,5752,40
U32032,0,F,51,B,A,Z,C,1,0,0,1,1,1,0,0,-1,1,2,-1,1,5,-1,2,0,2,0,0,0,1,0,0,0,40,1,4,0,8,2,1,4253,5813,40
U31845,0,F,39,B,B,30,~,12,0,0,1,0,1,0,0,880,0,-1,-1,6,5,-1,2,0,0,0,0,0,0,0,0,0,20,0,0,0,8,3,3,3012,4960,20
U31831,0,F,40,B,K,31,B,4,1,1,1,1,1,1,0,-1,0,-1,5,1,4,-1,2,0,0,0,0,0,1,7,0,1,20,1,5,0,7,61,2,4861,4564,40
U31811,0,F,42,B,B,30,,1,0,0,1,1,1,0,0,1200,1,2,1,1,4,2,3,0,5,17,0,0,0,0,0,0,20,1,3,0,4,3,1,4803,3044,20
U31767,0,F,43,B,C,Z,A,0,0,0,1,1,0,0,1,1194,1,4,1,5,3,2,6,5,0,1,0,0,0,0,0,0,20,0,0,0,7,6,2,6971,5691,40
U31749,0,M,39,B,Z,Z,~,0,0,0,1,1,0,0,1,402,1,3,1,1,3,3,4,4,0,9,0,0,0,0,0,0,20,1,2,0,3,1,1,418,366,20
U31694,0,F,52,B,C,31,,0,0,1,1,1,1,0,1,80,1,3,3,1,3,7,6,4,0,0,0,0,0,0,0,0,20,1,5,1,8,3,2,7285,2789,10
U31659,0,M,57,B,B,30,,1,0,0,1,1,0,0,1,1193,0,-1,-1,1,1,3,5,4,0,0,0,0,0,0,0,0,10,1,1,0,2,1,1,1829,1750,10
U31654,0,M,46,B,B,Z,~,0,0,0,1,1,1,0,0,-1,1,5,3,1,6,7,2,0,64,82,0,0,0,0,0,0,20,1,4,0,5,1,1,3396,917,40
U31493,0,M,47,B,B,30,,0,0,0,1,1,1,0,1,959,0,-1,-1,1,3,-1,2,7,0,0,0,0,0,0,0,0,30,1,5,0,8,1,2,1001,4199,20
U31474,0,F,44,B,A,C,C,6,0,0,1,1,1,0,1,1190,1,3,4,5,7,2,2,6,7,76,0,0,0,0,0,0,20,0,0,0,7,2,1,4583,4321,40
U31445,0,F,39,A,B,30,,2,0,0,1,1,1,0,1,1179,0,-1,-1,1,3,-1,2,2,0,0,0,0,0,0,0,0,10,1,5,0,8,2,2,3797,4595,10
U31241,0,M,53,B,B,F,,0,1,1,1,1,1,0,0,-1,0,-1,3,1,2,-1,4,0,0,0,0,0,0,0,0,0,20,1,5,0,3,2,1,4697,4717,20
U31100,0,F,47,B,B,30,A,10,0,1,1,1,1,0,0,-1,0,-1,-1,1,5,-1,2,0,0,0,0,0,0,0,0,0,30,1,5,0,7,2,2,4883,5113,20
U30907,0,M,35,B,B,30,~,0,0,0,1,1,1,0,1,1174,0,-1,-1,1,1,-1,2,4,0,0,0,0,0,0,0,0,35,1,5,,7,2,3,4743,2845,10
U30897,0,M,50,B,C,30,,4,1,1,1,0,0,0,0,-1,0,-1,3,1,2,11,4,0,0,0,0,0,0,0,0,0,10,0,0,0,2,2,1,4731,4748,20
U30649,0,M,29,A,F,G,~,10,0,0,1,1,1,0,1,1179,0,-1,-1,1,1,5,3,4,0,0,0,0,0,0,0,0,10,1,3,,6,1,2,2246,482,20
U30604,0,M,34,B,C,31,A,1,0,0,1,1,1,1,1,52,0,-1,-1,1,2,6,4,2,0,0,0,0,1,5,0,1,20,1,3,0,3,2,3,3310,317,10
U30567,0,M,35,B,B,30,~,4,0,0,1,1,1,0,0,583,0,-1,-1,4,5,-1,2,0,0,0,0,0,0,0,0,0,10,1,5,0,7,3,1,3550,2700,20
U30562,0,F,44,B,B,30,A,6,0,0,1,1,0,1,1,1207,1,3,4,1,7,-1,2,6,5,79,0,7,1,5,0,0,20,1,4,1,6,9,3,7258,6086,20
U30547,0,M,44,B,B,30,A,0,0,0,1,1,1,0,0,-1,1,5,3,1,5,-1,3,0,0,0,0,0,0,0,0,0,20,1,3,0,7,4,2,6448,4839,40
U30440,0,M,43,B,B,30,,5,0,0,1,1,1,0,0,-1,0,-1,-1,8,6,3,2,0,0,0,0,0,0,0,0,0,20,1,5,,8,1,3,4735,874,10
U30424,0,M,64,A,A,C,~,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,4,-1,3,0,0,0,0,0,0,0,0,0,20,1,3,0,5,1,1,2465,2101,20
U30401,0,M,57,B,F,G,,0,0,1,1,1,1,0,0,-1,0,-1,-1,7,3,3,4,0,0,0,0,0,0,0,0,0,10,1,5,0,5,2,2,7124,2141,20
U30082,0,M,41,B,B,30,,1,0,0,1,1,0,0,0,537,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,1,1,,4,2,1,4283,902,10
U29993,0,F,57,B,B,30,,31,0,0,1,0,0,0,0,-1,1,2,3,6,5,1,2,0,0,14,0,0,0,0,0,0,20,1,1,0,7,2,1,5260,1735,20
U29989,0,F,42,B,A,C,~,4,0,0,1,1,1,0,0,-1,1,3,-1,7,4,3,3,0,0,0,0,0,1,1,0,0,20,1,4,0,8,1,2,5060,4139,10
U29975,0,M,33,B,B,30,B,2,0,0,1,1,1,0,1,214,1,3,4,1,3,1,4,4,0,19,0,0,0,0,0,0,20,1,3,,5,2,2,5182,125,10
U29899,0,M,41,B,K,30,~,2,0,0,1,1,0,0,0,-1,0,-1,-1,1,3,-1,-1,0,0,0,0,0,0,0,0,0,10,1,5,0,8,1,3,6,5051,20
U29397,0,M,43,B,C,31,,0,0,1,1,1,1,0,1,1214,0,-1,-1,1,2,2,3,5,0,0,0,0,0,0,0,0,20,1,3,0,5,1,1,2442,2435,20
U29388,0,M,42,B,B,Z,~,3,0,0,1,1,1,0,1,1125,0,-1,-1,1,2,-1,3,6,0,0,0,0,1,4,0,0,20,1,5,0,7,2,2,4298,4108,20
U29340,0,F,42,A,B,Z,,2,0,0,1,0,1,0,0,-1,0,-1,-1,1,2,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,0,7,2,1,3209,4199,10
U28968,0,M,56,B,B,30,,12,0,0,1,0,0,0,1,1088,0,-1,-1,1,3,-1,3,5,0,0,0,0,0,0,0,0,20,0,0,,5,2,1,5771,4047,20
U28941,0,F,46,B,Z,31,A,9,0,0,1,1,1,0,0,-1,0,-1,-1,6,4,-1,2,0,0,0,0,0,0,0,0,0,10,1,5,0,7,3,1,6184,4870,10
U28823,0,F,37,B,C,31,~,1,0,1,1,1,1,0,0,-1,1,3,3,2,3,6,3,0,3,0,0,0,0,0,0,0,20,0,3,,4,2,1,2511,2511,20
U28744,0,M,53,B,B,Z,,15,0,0,1,1,0,0,1,1210,1,4,3,6,7,-1,2,8,22,4,1,0,0,0,0,0,20,1,1,0,6,4,1,5262,4108,40
U28671,0,F,38,B,B,Z,,1,0,0,1,1,1,0,0,984,0,-1,2,1,2,-1,2,0,0,0,0,0,0,0,0,0,20,1,5,0,8,3,4,5072,4595,10
U28617,0,F,55,B,C,31,,0,0,0,1,1,1,0,0,-1,0,-1,4,1,4,3,3,0,0,0,0,0,0,0,0,0,20,1,5,0,7,3,2,5550,3774,20
U28593,0,M,49,A,B,30,B,3,0,1,1,1,0,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,2,0,3,7,1,6641,4260,40
U28562,0,M,36,B,B,30,,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,3,6,0,0,0,0,0,0,0,0,0,20,1,5,0,7,3,1,5080,2002,10
U28515,0,F,37,A,B,Z,,0,0,0,1,1,1,0,0,-1,1,5,5,7,7,7,2,0,214,0,0,0,0,0,0,0,20,0,1,0,3,4,2,3720,3652,20
U28203,0,F,65,B,K,31,,2,0,0,1,1,1,0,0,-1,0,-1,3,1,4,-1,3,0,0,0,0,0,0,0,0,0,10,1,4,0,3,5,1,4801,3986,40
U28112,0,F,40,B,B,30,~,6,0,0,1,1,0,0,0,-1,1,2,-1,1,1,3,2,0,0,0,0,0,1,4,0,0,10,1,3,0,7,2,2,4668,4778,10
U28053,0,M,53,B,A,C,,20,0,0,1,1,0,0,1,1193,0,-1,1,1,2,2,4,2,0,0,0,0,0,0,0,0,20,0,3,0,4,1,1,2077,2055,20
U27897,0,F,47,B,B,30,~,25,0,0,1,0,0,0,1,1193,0,-1,1,1,1,3,4,2,0,0,0,0,0,0,0,0,20,0,0,0,2,1,1,2077,503,20
U27752,0,F,38,B,C,31,,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,2,-1,4,0,0,0,0,0,0,0,0,0,10,1,5,,4,2,1,4318,1280,20
U27589,0,F,39,B,B,Z,~,4,0,0,1,1,1,0,0,952,0,-1,3,6,5,3,3,0,0,0,0,0,0,0,0,0,20,1,5,0,3,1,1,2271,4352,10
U27507,0,F,65,A,B,30,,36,0,0,1,1,1,0,0,-1,1,4,3,1,5,-1,3,0,3,0,0,0,0,0,0,0,20,1,5,0,7,3,2,3842,2891,10
U27409,0,F,34,A,B,Z,~,1,0,0,1,1,0,0,0,-1,1,3,4,1,6,-1,6,0,8,0,0,0,0,0,0,0,10,0,3,0,3,2,1,3443,4078,40
U27408,0,M,47,B,B,30,~,1,0,0,1,1,1,0,0,-1,0,-1,3,1,2,-1,4,0,0,0,0,0,0,0,0,0,20,1,3,,4,1,1,3443,779,20
U27321,0,F,32,A,K,G,~,2,0,0,1,1,1,0,0,1193,1,3,-1,1,4,-1,3,0,0,0,0,0,0,0,0,0,20,1,4,0,7,3,2,3030,2891,10
U27311,0,F,47,B,F,G,,7,0,0,1,1,1,0,0,-1,1,1,-1,1,3,-1,2,0,0,42,0,0,0,0,0,0,10,1,5,0,8,1,2,2958,1657,10
U27153,0,M,43,A,C,31,A,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,5,-1,2,0,0,0,0,0,0,0,0,0,30,1,5,0,8,4,4,6086,5325,40
U27049,0,M,42,B,B,30,B,0,0,0,1,1,1,0,1,992,1,4,4,1,5,11,6,5,2,3,0,0,0,0,0,0,23,0,0,0,8,3,1,5180,5051,20
U26987,0,M,43,B,B,Z,~,0,0,1,1,1,1,0,0,502,1,1,1,1,1,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,0,7,2,1,672,5721,10
U26942,0,M,38,B,F,G,~,5,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,20,1,5,0,8,1,2,2820,2922,10
U26777,0,F,37,A,C,31,~,1,0,0,1,1,1,0,0,-1,0,-1,-1,1,2,-1,2,0,0,0,0,0,1,3,0,0,10,1,5,0,7,3,1,2814,4625,10
U26742,0,M,39,B,A,30,~,0,1,1,1,1,0,1,0,-1,0,-1,3,8,3,-1,2,0,0,0,0,0,1,3,0,0,35,1,5,1,7,2,3,2087,5051,40
U26557,0,M,61,B,C,31,~,2,0,0,1,0,1,0,1,1172,1,5,2,1,5,6,2,7,22,0,0,0,0,0,0,0,20,1,1,0,6,5,1,4955,1662,40
U26536,0,M,40,B,C,31,~,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,2,-1,2,0,0,0,0,0,1,2,0,0,35,1,5,0,7,3,5,5229,4139,10
U26517,0,F,40,B,B,Z,,2,0,0,1,1,1,0,0,-1,1,2,1,1,2,2,3,0,0,14,0,0,0,0,0,0,10,1,4,0,5,3,1,5129,4564,20
U26431,0,F,46,B,B,30,~,0,0,0,1,1,0,0,0,1193,1,3,3,1,3,4,3,0,0,0,0,0,0,0,0,0,20,1,5,0,7,4,2,6403,3409,40
U26384,0,M,44,B,B,Z,,0,0,0,1,1,1,0,1,1169,1,5,3,4,7,8,2,6,10,277,0,0,0,0,0,0,10,1,3,0,5,3,1,4281,4291,40
U26347,0,M,40,B,B,30,~,0,1,1,1,1,1,0,1,726,1,2,4,7,3,-1,2,6,0,0,0,0,1,3,0,0,40,1,5,0,8,2,5,3620,4564,10
U26318,0,M,58,B,A,C,C,15,0,0,1,0,0,0,1,159,0,-1,3,1,2,-1,4,4,0,0,0,0,0,0,0,0,20,1,2,0,3,8,1,6656,1567,20
U26314,0,F,50,B,Z,Z,,0,0,1,1,1,0,0,0,-1,1,2,3,1,1,-1,4,0,0,0,0,0,0,0,0,0,20,1,3,0,2,1,3,875,865,10
U26295,0,M,41,A,B,30,,3,0,0,1,0,0,0,0,1207,0,-1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,10,1,3,0,7,2,1,4909,4413,20
U25875,0,M,56,B,K,31,,29,0,0,1,0,0,0,0,-1,1,4,4,1,6,3,2,0,0,0,0,0,0,0,0,0,20,0,2,0,7,3,3,3324,3317,40
U25768,0,M,41,B,B,30,~,0,0,1,1,0,1,0,1,1208,0,-1,3,1,3,-1,2,7,0,0,0,0,0,0,0,0,20,0,0,0,7,3,2,2421,3986,40
U25763,0,F,39,B,B,30,~,7,0,0,1,1,1,0,0,-1,0,-1,3,7,3,-1,3,0,0,23,0,0,0,0,0,0,10,1,5,0,7,2,2,2182,2581,20
U25718,0,M,36,A,B,Z,~,3,0,0,1,1,0,0,0,1165,1,3,4,5,4,2,2,0,0,1,0,0,1,5,0,0,10,1,4,1,7,2,1,4195,4078,10
U25518,0,M,37,B,B,30,~,3,0,0,1,1,1,0,1,691,0,-1,-1,1,2,2,6,5,0,0,0,0,0,0,0,0,10,1,5,,7,3,2,4283,2169,10
U25485,0,F,37,A,C,31,~,5,1,1,1,1,1,0,0,-1,0,-1,-1,1,3,-1,2,0,0,0,0,0,1,2,0,0,30,1,5,0,7,5,1,3890,3409,20
U25451,0,M,36,B,F,G,,0,0,0,1,1,1,0,0,-1,1,2,3,6,3,-1,4,0,0,15,0,0,0,0,0,0,10,1,2,,2,2,1,3182,1280,10
U25428,0,F,46,B,F,G,~,3,0,0,1,1,0,0,0,749,1,3,2,1,2,3,4,0,0,2,0,0,0,0,0,0,20,1,2,0,3,1,1,890,2742,20
U25277,0,F,41,A,C,Z,~,0,1,1,1,1,0,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,1,2,0,0,10,1,3,0,4,1,1,4378,4352,40
U25177,0,M,67,B,,Z,,2,1,1,1,1,1,0,0,-1,0,-1,3,1,3,-1,4,0,0,0,0,0,0,0,0,0,10,1,2,0,2,2,2,5463,5113,20
U24696,0,M,32,A,A,C,~,6,0,0,1,1,0,0,0,957,1,3,2,1,3,-1,3,0,4,9,0,0,1,0,0,0,20,1,3,0,7,5,1,2662,1364,20
U24688,0,M,44,B,F,G,,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,2,3,2,0,0,0,0,0,0,0,0,0,20,1,5,,7,2,2,2582,1805,20
U24656,0,F,42,B,F,G,~,10,1,1,1,1,1,0,0,357,0,-1,-1,1,1,2,5,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,1,2876,3103,10
U24593,0,F,48,B,C,Z,A,10,0,0,1,1,0,0,0,-1,1,4,3,7,7,-1,2,0,2,46,0,0,0,0,0,0,20,1,3,0,3,5,1,6579,4291,40
U24523,0,F,38,A,B,Z,,1,0,0,1,1,1,0,1,203,1,3,3,1,5,5,3,5,31,1,0,0,0,0,0,0,10,1,4,0,3,3,2,5851,4929,20
U24299,0,M,46,B,F,G,,0,1,0,1,1,0,0,0,699,0,-1,4,7,6,5,2,0,0,0,0,0,0,0,0,0,20,1,3,0,8,3,2,5299,3529,20
U24252,0,M,41,A,B,30,,14,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,,3,3,1,5960,949,10
U24245,0,F,50,B,F,G,A,0,0,0,1,1,1,0,1,4,0,-1,-1,5,4,6,2,1,0,0,0,0,1,4,0,0,20,1,5,0,7,3,2,5932,924,20
U24218,0,M,40,A,~,Z,~,0,0,0,1,1,1,0,0,1202,0,-1,4,1,1,3,6,0,0,0,0,0,0,0,0,0,35,1,4,0,8,2,4,5923,5082,20
U24019,0,M,57,B,C,Z,B,10,1,1,1,0,0,0,0,-1,0,-1,2,1,2,-1,1,0,0,0,0,0,1,9,0,0,20,1,5,0,8,9,2,3279,5813,20
U23777,0,M,38,B,B,30,,1,0,0,1,0,1,0,0,-1,0,-1,-1,1,1,-1,3,0,0,0,0,0,0,0,0,0,20,1,2,0,5,1,1,5233,3164,10
U23741,0,F,39,B,B,30,~,0,0,0,1,1,0,0,1,1211,0,-1,-1,1,1,2,5,4,0,0,0,0,0,0,0,0,20,1,1,,3,1,1,1332,44,10
U23726,0,M,40,A,B,Z,,0,0,0,1,0,1,0,0,-1,1,3,3,1,5,-1,6,0,0,0,0,0,0,0,0,0,20,1,5,0,7,4,1,4986,3864,40
U23718,0,M,38,B,B,30,~,1,0,0,1,1,1,0,0,347,1,2,6,1,1,2,2,0,0,0,0,0,0,0,0,0,10,1,3,0,7,4,2,6576,2642,20
U23694,0,M,41,A,B,Z,,5,0,0,1,1,1,0,0,-1,0,-1,5,1,2,5,3,0,0,0,0,0,0,0,0,0,20,1,1,0,6,2,1,3903,4533,20
U23688,0,F,38,B,B,31,~,3,0,1,1,1,1,0,1,741,1,2,-1,1,3,2,3,5,0,7,0,0,1,3,0,0,10,1,5,0,6,2,1,776,4625,10
U23619,0,M,40,B,B,30,~,4,0,1,1,1,1,0,0,-1,1,4,3,1,4,5,2,0,1,1,0,0,0,0,0,0,40,1,5,0,8,1,2,805,640,20
U23607,0,M,38,A,B,Z,,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,2,-1,4,0,0,0,0,0,0,0,0,0,10,1,3,0,3,1,1,3592,5294,10
U23554,0,M,42,A,A,C,~,0,0,0,1,1,1,0,0,-1,1,4,4,1,5,3,2,0,1,0,0,0,1,5,0,0,35,1,5,0,7,4,3,3549,3682,20
U23349,0,F,37,B,B,30,B,6,0,0,1,1,1,1,1,1210,1,3,2,1,5,-1,2,7,5,0,0,0,1,7,0,2,20,1,3,0,7,8,4,5068,5082,40
U23343,0,F,37,A,B,Z,,1,0,0,1,1,1,0,1,1278,1,2,2,3,6,2,5,6,4,0,0,0,0,0,0,0,20,1,5,0,4,4,1,4589,4564,20
U23315,0,F,37,B,B,Z,,2,0,0,1,0,1,0,0,-1,1,3,3,4,5,2,3,0,0,0,0,0,0,0,0,0,20,0,0,0,4,1,1,2178,4352,20
U23132,0,M,38,A,B,30,~,2,0,0,1,1,1,0,1,1189,1,3,2,1,5,3,2,6,12,0,0,0,1,5,0,0,20,1,4,0,7,2,3,3764,4809,20
U23051,0,M,38,A,B,30,~,1,0,0,1,1,0,0,1,1111,1,3,-1,1,3,-1,4,4,0,0,0,0,0,0,0,0,20,1,3,0,4,2,1,2989,4839,20
U22999,0,M,40,A,C,31,~,6,1,1,1,1,1,0,0,-1,0,-1,-1,1,3,4,3,0,0,0,0,0,0,0,0,0,10,1,5,1,8,1,2,4682,5082,10
U22887,0,M,39,B,B,30,,0,0,0,1,1,1,0,1,1179,1,3,4,1,3,5,3,5,5,34,0,0,1,4,0,0,20,1,4,0,7,3,4,4442,2341,20
U22712,0,M,35,A,C,31,,1,1,1,1,1,1,0,0,-1,0,-1,-1,7,3,-1,3,0,0,0,0,0,0,0,0,0,10,1,4,0,7,1,1,2511,3774,10
U22602,0,M,38,B,B,30,B,4,0,0,1,0,1,1,0,893,0,-1,-1,1,2,4,4,0,0,0,0,0,1,5,0,0,20,1,4,0,4,3,1,1890,3560,20
U22592,0,F,38,A,B,Z,~,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,4,,6,2,1,3181,1795,10
U22531,0,M,42,B,B,31,A,3,0,1,1,0,0,1,0,-1,0,-1,-1,1,2,3,2,0,0,0,0,0,1,5,0,3,25,1,3,0,7,2,2,2873,4199,10
U22480,0,M,42,A,B,30,,1,0,0,1,1,1,0,1,1167,0,-1,-1,1,2,3,2,6,0,0,0,0,0,0,0,0,10,1,3,,7,2,1,2575,2091,20
U22446,0,M,34,A,A,C,,0,0,0,1,1,0,0,1,1190,1,2,-1,1,3,3,3,5,0,11,0,0,0,0,0,0,20,1,2,0,4,1,1,1936,4321,20
U22354,0,M,38,B,C,31,~,7,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,20,1,5,0,8,4,3,6141,4078,10
U22290,0,F,47,B,B,30,B,14,0,0,1,0,0,1,0,-1,0,-1,4,1,2,-1,2,0,0,0,0,0,1,8,0,0,10,0,0,0,4,6,1,7153,4625,10
U22260,0,F,42,A,B,30,,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,3,3,2,0,0,0,0,0,0,0,0,0,25,1,5,0,8,7,5,6821,4778,20
U22190,0,M,34,B,C,31,~,2,1,1,1,1,1,0,0,1172,1,1,-1,1,3,1,5,0,0,37,0,0,1,3,0,0,20,1,3,0,4,2,2,4916,4413,10
